Timestamp,Gender,Degree,BusinessMarket,Title,ProgrammingLanguages,BusinessSize,Yoe,YoeBuckets,BusinessFocus,TotalCompensationEgp,BusinessLine,TotalCompensationEgpBuckets,Industries,WorkSetting,Level,IsEgp,CompanyLocation
5/12/2024 10:15:54,Male,Yes,Regional,Mobile Development Engineer,Kotlin,A Start-up,7.0,5-8,Product-based company,91010.0,B2B,,Social media listening,Hybrid,Team Lead,No,Cairo
5/12/2024 10:16:08,Male,Yes,Global,Backend Engineer,"JPava, PHP, Kotlin",A Large Enterprise/Multinational Company,6.0,5-8,Product-based company,32000.0,B2B & B2C lines,,Fintech,Office,Senior,Yes,Cairo
5/12/2024 10:16:28,Male,No,Global,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,6.0,5-8,Product-based company,102800.0,B2B & B2C lines,,Automotive,Hybrid,Principal,Mix,Cairo
5/12/2024 10:17:05,Female,Yes,Local,Data Analytics,Python,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,25000.0,B2B & B2C lines,,Telecommunications,Hybrid,Mid-level,Yes,Cairo
5/12/2024 10:18:37,Male,No,Local,UI/UX Designer/Engineer,,A Start-up,3.0,3-5,Product-based company,20000.0,B2B,,"Healthcare, Delivery",Hybrid,Mid-level,Yes,Cairo
5/12/2024 10:27:31,Male,Yes,Local,Mobile Development Engineer,"JPava, Kotlin",A Large Enterprise/Multinational Company,7.0,5-8,Product-based company,57000.0,B2B & B2C lines,,Fintech,Office,Team Lead,Yes,Cairo
5/12/2024 10:31:22,Male,Yes,Local,Full-stack Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,3.0,3-5,Product-based company,25000.0,B2B,,Technology,Hybrid,Mid-level,Yes,Cairo
5/12/2024 10:48:59,Male,Yes,Regional,Data Analytics,Python,A Small and Medium Enterprise,2.0,1-3,Software House,22500.0,B2B & B2C lines,,"Fintech, Telecommunications, Technology",Hybrid,Mid-level,Yes,Alexandria
5/12/2024 10:55:44,Male,Yes,Global,QA / SDET Engineer,,A Small and Medium Enterprise,0.6,0-1,Product-based company,9000.0,B2B,,Healthcare,Office,Junior,Yes,Cairo
5/12/2024 11:04:10,Male,Yes,Global,"Hardware Engineer (Semiconductors, Digital Design, Electronics, etc)",System verilog,A Small and Medium Enterprise,4.0,3-5,Product-based company,91010.0,B2B,,Technology,Hybrid,Senior,No,Cairo
5/12/2024 11:11:44,Male,Yes,Global,Data Engineer,"Python, Scala, SAS",A Small and Medium Enterprise,5.0,5-8,Product-based company,71850.0,B2B,,"Fintech, Technology, AI and Analytics",Hybrid,Mid-level,Mix,Cairo
5/12/2024 11:14:04,Male,Yes,Regional,Data Engineer,Python,A Small and Medium Enterprise,1.5,1-3,Software House,21000.0,B2B,,Technology,Hybrid,Junior,Yes,Cairo
5/12/2024 11:19:25,Female,Yes,Regional,DevOps / SRE / Platform,"Python, Go",A Start-up,1.0,1-3,Product-based company,20000.0,B2C,,,Remote/Egypt,Junior,Yes,Cairo
5/12/2024 11:31:05,Male,Yes,Global,Technical Support,,A Small and Medium Enterprise,5.5,5-8,Software House,55000.0,B2B & B2C lines,,Fintech,Hybrid,Senior,Yes,Cairo
5/12/2024 11:34:46,Female,Yes,Regional,Mobile Development Engineer,Kotlin,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,24000.0,B2C,,Healthcare,Hybrid,Mid-level,Yes,Cairo
5/12/2024 11:49:52,Female,Yes,Local,Embedded Systems Engineer,"JPava, Python, C/C++, HTML/CSS",A Small and Medium Enterprise,5.0,5-8,Product-based company,24500.0,B2B,,"Fintech, Telecommunications, Technology",Office,Mid-level,Yes,Cairo
5/12/2024 12:05:31,Male,Yes,Local,Full-stack Engineer,"JavaScript, Ruby, TypeScript, HTML/CSS",A Start-up,5.0,5-8,Product-based company,55000.0,B2B & B2C lines,,Real Estate,Hybrid,Senior,Yes,Cairo
5/12/2024 12:07:04,Female,No,Global,"R&D Engineer (Computer Vision, NLP, etc.)","Python, C/C++",A Small and Medium Enterprise,3.0,3-5,Software House,37000.0,B2B & B2C lines,,"Automotive, Technology",Hybrid,Mid-level,Yes,Cairo
5/12/2024 12:12:20,Female,No,Global,Mobile Development Engineer,"JPava, Kotlin",A Start-up,5.0,5-8,Product-based company,86220.0,B2B,,"Delivery, Technology",Hybrid,Mid-level,No,Cairo
5/12/2024 12:17:37,Male,Yes,Global,Embedded Systems Engineer,"Python, C/C++",A Large Enterprise/Multinational Company,1.0,1-3,Software House,21239.0,B2B,,"Automotive, Telecommunications, Technology",Hybrid,Junior,Yes,Assiut site
5/12/2024 12:23:10,Male,Yes,Global,Data Analytics,"Python, SQL, Dax",A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,36883.0,B2B,,"Technology, Cybersecurity",Hybrid,Junior,No,Cairo
5/12/2024 12:23:37,Male,Yes,Regional,Backend Engineer,C#,A Start-up,2.0,1-3,Product-based company,25700.0,B2B,,Fintech,Hybrid,Junior,Yes,Cairo
5/12/2024 12:30:49,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,6.0,5-8,Software House,50611.0,B2B,,"Technology, ECM",Office,Team Lead,Yes,Cairo
5/12/2024 12:30:58,Female,Yes,Global,Backend Engineer,C#,A Small and Medium Enterprise,4.0,3-5,Software House,48887.0,B2B & B2C lines,,,Hybrid,Senior,Yes,Cairo
5/12/2024 12:38:18,Male,No,Local,UI/UX Designer/Engineer,,A Start-up,1.0,1-3,Software House,3000.0,B2C,,"Fintech, Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy, Manufacturing, Technology, Education, Human Resources Services, Law, Agriculture, Production, Aerospace",Remote/Egypt,Junior,Yes,Cairo
5/12/2024 12:57:25,Male,Yes,,Backend Engineer,"PHP, JavaScript, HTML/CSS",A Start-up,3.0,3-5,Software House,14000.0,B2B,,,Remote/Egypt,Mid-level,Yes,Cairo
5/12/2024 13:01:24,Male,Yes,Regional,Security/Network Engineer,"C#, JPava, PHP, JavaScript, Python, HTML/CSS",A Start-up,5.0,5-8,Software House,8000.0,B2B,,"Telecommunications, Technology",Office,Senior,Yes,Cairo
5/12/2024 13:12:51,Female,Yes,Local,Data Scientist,Python,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,20000.0,B2B & B2C lines,,Telecommunications,Hybrid,Mid-level,Yes,Cairo
5/12/2024 13:13:01,Male,No,Regional,"Executive (C-level, director, etc.)",,A Small and Medium Enterprise,2.0,1-3,Software House,25000.0,B2B,,"Fintech, Healthcare, Telecommunications, Education, Banking",Hybrid,VP,Yes,Alexandria
5/12/2024 13:25:18,Male,Yes,Global,Backend Engineer,C#,A Large Enterprise/Multinational Company,8.0,8-10,Software House,55000.0,B2B & B2C lines,,"Automotive, Telecommunications, Technology",Hybrid,Senior,Yes,Cairo
5/12/2024 13:34:30,Male,Yes,Global,Backend Engineer,C#,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,30048.0,B2B & B2C lines,,Technology,Hybrid,Junior,Mix,Cairo
5/12/2024 13:40:30,Male,Yes,Global,Data Scientist,Python,A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,37878.0,B2B & B2C lines,,Telecommunications,Hybrid,Senior,Yes,Cairo
5/12/2024 13:47:11,Male,Yes,Regional,Backend Engineer,Ruby,A Start-up,9.0,8-10,Product-based company,100590.0,B2B & B2C lines,,"Delivery, Supply Chain",Hybrid,Manager,No,Cairo
5/12/2024 14:01:13,Male,No,Global,Data Engineer,"JavaScript, Python",A Large Enterprise/Multinational Company,4.0,3-5,Software House,77100.0,B2B & B2C lines,,Customer experience,Hybrid,Senior,Mix,"Smart village, Giza"
5/12/2024 14:08:03,Male,Yes,Regional,Technical Support,,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,14000.0,B2B,,"Automotive, Transportation, Telecommunications, Energy, Technology",Hybrid,Junior,Yes,Cairo
5/12/2024 14:09:52,Male,Yes,Global,Backend Engineer,"Go, Ruby",A Start-up,3.0,3-5,Product-based company,58000.0,B2B,,Technology,Remote/Egypt,Senior,Yes,Cairo
5/12/2024 14:17:21,Male,Yes,,Technical Support,,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,30000.0,B2B,,,Remote/Egypt,Mid-level,Yes,Cairo
5/12/2024 14:21:45,Male,Yes,Regional,Mobile Development Engineer,Kotlin,A Large Enterprise/Multinational Company,9.0,8-10,Product-based company,106817.0,B2C,,"Law,",Office,Senior,No,Cairo
5/12/2024 14:23:18,Male,Yes,Regional,DevOps / SRE / Platform,Python,A Start-up,1.0,1-3,Product-based company,20000.0,B2B & B2C lines,,managing resturants,Hybrid,Junior,Yes,Cairo
5/12/2024 14:24:07,Male,Yes,Local,Data Engineer,Data Engineering stack,A Start-up,11.0,10-12,Product-based company,100000.0,B2C,,Fintech,Hybrid,Staff,Yes,Cairo
5/12/2024 14:32:57,Male,Yes,Regional,Product Manager,,A Small and Medium Enterprise,5.0,5-8,Software House,17000.0,B2B,,"Fintech, Telecommunications, Technology",Hybrid,Mid-level,Yes,Cairo
5/12/2024 14:40:07,Male,Yes,Global,Backend Engineer,C/C++,A Large Enterprise/Multinational Company,7.0,5-8,Product-based company,98195.0,B2B & B2C lines,,Technology,Remote/Egypt,Senior,No,Cairo
5/12/2024 14:41:20,Male,No,Regional,Backend Engineer,"JavaScript, Python, HTML/CSS",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,16000.0,B2B,,"Transportation, tourism",Office,Mid-level,Yes,Cairo
5/12/2024 14:44:30,Male,Yes,,Technical Support,,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,6000.0,B2C,,Telecommunications,Remote/Egypt,Junior,Yes,Alexandria
5/12/2024 14:50:18,Female,Yes,Global,QA / SDET Engineer,"JPava, Python",A Large Enterprise/Multinational Company,2.5,1-3,Software House,24000.0,B2B & B2C lines,,Fintech,Hybrid,Junior,Mix,Cairo
5/12/2024 14:51:08,Male,Yes,Local,Mobile Development Engineer,Kotlin,A Start-up,6.0,5-8,Product-based company,45000.0,B2B & B2C lines,,Fintech,Office,Senior,Yes,Cairo
5/12/2024 15:00:26,Male,Yes,Local,Product Manager,,A Small and Medium Enterprise,7.0,5-8,Product-based company,50000.0,B2B & B2C lines,,"Fintech, Telecommunications, Technology",Office,Mid-level,Yes,Cairo
5/12/2024 15:03:28,Male,No,Regional,QA / SDET Engineer,C#,A Small and Medium Enterprise,13.0,12-15,Software House,50000.0,B2B,,,Hybrid,Principal,Yes,Cairo
5/12/2024 15:17:43,Male,Yes,Global,Data Analytics,"C#, SQL",A Large Enterprise/Multinational Company,2.0,1-3,Software House,46000.0,B2B,,Supply Chain,Hybrid,Team Lead,Yes,Cairo
5/12/2024 15:25:44,Male,No,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Software House,18000.0,B2B & B2C lines,,,Hybrid,Mid-level,Yes,Cairo
5/12/2024 15:41:57,Male,No,Regional,Data Analytics,Python,A Small and Medium Enterprise,2.0,1-3,Product-based company,22000.0,B2B & B2C lines,,Technology,Hybrid,Mid-level,Yes,Cairo
5/12/2024 15:56:03,Male,Yes,Local,Mobile Development Engineer,JavaScript,A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,40000.0,B2C,,Fintech,Hybrid,Senior,Yes,Cairo
5/12/2024 16:40:02,Male,Yes,Regional,Scrum Master,,A Small and Medium Enterprise,1.5,1-3,Software House,15000.0,B2C,,"Telecommunications, Human Resources Services, Production",Office,Mid-level,Mix,Cairo
5/12/2024 16:42:31,Female,Yes,Global,Scrum Master,,A Large Enterprise/Multinational Company,15.0,15-20,Product-based company,52000.0,B2B,,Technology,Hybrid,Senior,Yes,Cairo
5/12/2024 17:26:56,Male,Yes,Global,Backend Engineer,C#,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,27000.0,B2B & B2C lines,,Fintech,Office,Junior,Yes,Cairo
5/12/2024 17:29:55,Female,Yes,Global,Embedded Systems Engineer,,A Large Enterprise/Multinational Company,3.0,3-5,Product-based company,50000.0,B2B & B2C lines,,Automotive,Hybrid,Mid-level,Yes,Cairo
5/12/2024 17:52:28,Female,Yes,Global,DevOps / SRE / Platform,,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,18000.0,B2B & B2C lines,,"Fintech, Telecommunications",Remote/Egypt,Junior,Yes,Cairo
5/12/2024 17:58:17,Male,Yes,Global,DevOps / SRE / Platform,bash,A Large Enterprise/Multinational Company,1.0,1-3,Software House,19000.0,B2B & B2C lines,,"Fintech, Automotive, Telecommunications, Manufacturing, Technology, Production",Remote/Egypt,Junior,Yes,Cairo
5/12/2024 18:30:49,Male,Yes,Regional,Backend Engineer,PHP,A Small and Medium Enterprise,0.5,0-1,Software House,6000.0,B2B & B2C lines,,"Healthcare, Law",Office,Junior,Yes,Mansoura
5/12/2024 18:49:18,Male,Yes,,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,4.0,3-5,Product-based company,30000.0,B2B,,,Remote/Egypt,Senior,Yes,Cairo
5/12/2024 18:54:37,Male,Yes,Global,Backend Engineer,"JavaScript, Python, Go, Ruby, TypeScript, HTML/CSS",A Start-up,5.0,5-8,Product-based company,196390.0,B2C,,Fintech,Office,Team Lead,No,Cairo
5/12/2024 19:10:40,Male,Yes,Local,Backend Engineer,TypeScript,A Start-up,4.0,3-5,Product-based company,50500.0,B2B,,Fintech,Remote/Egypt,Senior,Yes,Cairo
5/12/2024 19:16:34,Male,Yes,Global,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Product-based company,39000.0,B2B,,Technology,Remote/Egypt,Mid-level,Yes,Cairo
5/12/2024 19:41:45,Male,No,Global,Data Analytics,"Python, Sql",A Start-up,2.0,1-3,Software House,26000.0,B2B,,"Fintech, Supply Chain",Hybrid,Mid-level,Yes,Cairo
5/12/2024 19:43:05,Male,No,Regional,UI/UX Designer/Engineer,,A Small and Medium Enterprise,3.0,3-5,Software House,23000.0,B2B & B2C lines,,Technology,Hybrid,Mid-level,Yes,Cairo
5/12/2024 19:52:05,Female,Yes,Global,Data Analytics,"JavaScript, Python",A Large Enterprise/Multinational Company,3.0,3-5,Software House,53555.0,B2B & B2C lines,,Technology,Hybrid,Mid-level,Mix,Cairo
5/12/2024 20:24:31,Male,Yes,Global,Data Engineer,"Python, SQL",A Large Enterprise/Multinational Company,1.0,1-3,Software House,27500.0,B2B & B2C lines,,"Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
5/12/2024 20:27:11,Male,Yes,Local,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,60000.0,B2C,,"Fintech, Technology",Hybrid,Senior,Yes,Cairo
5/12/2024 20:31:09,Male,Yes,Global,Mobile Development Engineer,"JPava, Kotlin",A Small and Medium Enterprise,1.5,1-3,Software House,40000.0,B2C,,"Delivery, E-commerce",Hybrid,Mid-level,Yes,Alexandria
5/12/2024 20:42:58,Male,No,Regional,Mobile Development Engineer,Dart,A Start-up,4.0,3-5,Software House,19580.0,B2B,,"Healthcare, Insurance, Automotive, Delivery, Supply Chain, Transportation, Telecommunications, Energy",Office,Senior,Yes,Gharbia
5/12/2024 20:46:38,Male,Yes,Global,Embedded Systems Engineer,,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,46500.0,B2B & B2C lines,,Automotive,Office,Mid-level,Yes,Cairo
5/12/2024 20:48:46,Male,Yes,Global,Embedded Systems Engineer,"JPava, Python, C/C++, Matlab script",A Large Enterprise/Multinational Company,1.0,1-3,Software House,39000.0,B2B & B2C lines,,Automotive,Hybrid,Junior,Yes,Smart Village
5/12/2024 21:05:23,Male,Yes,Local,Backend Engineer,"C#, JPava, PHP, JavaScript, Python, C/C++",A Start-up,3.0,3-5,Software House,15000.0,B2C,,,Hybrid,Junior,Yes,Cairo
5/12/2024 21:07:15,Male,No,Regional,QA / SDET Engineer,JPava,A Small and Medium Enterprise,1.0,1-3,Software House,15000.0,B2B,,Education,Hybrid,Junior,Yes,Cairo
5/12/2024 21:11:31,Male,Yes,,Full-stack Engineer,Python,A Small and Medium Enterprise,2.0,1-3,Software House,30000.0,B2B,,,Remote/Egypt,Junior,Yes,Cairo
5/12/2024 21:29:35,Male,Yes,Local,DevOps / SRE / Platform,,A Small and Medium Enterprise,1.0,1-3,Product-based company,20250.0,B2C,,Fintech,Hybrid,Junior,Yes,Cairo
5/12/2024 21:40:19,Female,Yes,Regional,Backend Engineer,C#,A Start-up,0.0,0-1,Product-based company,100000.0,B2C,,Insurance,Office,Junior,Yes,Cairo
5/12/2024 21:45:58,Male,Yes,Global,Full-stack Engineer,"JPava, TypeScript",A Large Enterprise/Multinational Company,8.0,8-10,Product-based company,100590.0,B2B,,Technology,Hybrid,Senior,No,Cairo
5/12/2024 21:47:12,Male,Yes,Regional,AI & Automation Engineer,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,45500.0,B2B,,"Healthcare, Insurance, Automotive, Supply Chain, Technology",Remote/Egypt,Senior,Yes,Cairo
5/12/2024 21:55:08,Male,Yes,Local,Backend Engineer,"JPava, JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,13500.0,B2B & B2C lines,,"Technology, Education, Human Resources Services",Office,Junior,Yes,Alexandria
5/12/2024 22:15:26,Female,Yes,Local,"Executive (C-level, director, etc.)",,A Start-up,13.0,12-15,Product-based company,87000.0,B2B & B2C lines,,"Delivery, Technology",Hybrid,C-Level,Yes,Cairo
5/12/2024 22:17:58,Female,Yes,Global,Backend Engineer,Python,A Start-up,1.0,1-3,Software House,7500.0,B2B,,"Technology, Education",Remote/Egypt,Junior,Yes,Cairo
5/12/2024 22:27:02,Female,Yes,Global,Full-stack Engineer,C#,A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,25000.0,B2C,,Technology,Remote/Egypt,Junior,Yes,Cairo
5/12/2024 22:40:30,Male,Yes,Local,Mobile Development Engineer,Swift,A Small and Medium Enterprise,2.0,1-3,Product-based company,17000.0,B2B & B2C lines,,Fintech,Hybrid,Junior,Yes,Cairo
5/12/2024 22:40:50,Male,Yes,Local,Full-stack Engineer,"PHP, JavaScript, Ruby, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Software House,12000.0,B2C,,"Technology,",Office,Junior,Yes,Alexandria
5/12/2024 23:13:38,Female,Yes,Global,Full-stack Engineer,"C#, TypeScript",A Large Enterprise/Multinational Company,2.0,1-3,Software House,22000.0,B2B & B2C lines,,Technology,Remote/Egypt,Junior,Yes,Cairo
5/12/2024 23:42:35,Male,No,Regional,Full-stack Engineer,"PHP, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,6000.0,B2B & B2C lines,,Healthcare,Office,Junior,Yes,Alexandria
5/12/2024 23:57:15,Male,No,Global,QA / SDET Engineer,"JPava, JavaScript",A Large Enterprise/Multinational Company,5.0,5-8,Software House,50000.0,B2C,,Healthcare,Remote/Egypt,Senior,Yes,Cairo
5/13/2024 0:17:11,Male,Yes,Local,Mobile Development Engineer,C/C++,A Small and Medium Enterprise,1.0,1-3,Product-based company,20000.0,B2B,,Fintech,Office,Junior,Yes,Cairo
5/13/2024 0:34:22,Male,Yes,Regional,Backend Engineer,"C#, PHP, Go",A Start-up,3.0,3-5,Product-based company,36000.0,B2B,,Education,Hybrid,Mid-level,No,Cairo
5/13/2024 1:16:59,Male,Yes,,Backend Engineer,"JPava, JavaScript, TypeScript",A Small and Medium Enterprise,7.0,5-8,Product-based company,136515.0,B2B,,Telecommunications,Hybrid,Senior,No,Cairo
5/13/2024 1:19:16,Male,Yes,Global,Embedded Systems Engineer,"Python, C/C++",A Large Enterprise/Multinational Company,2.7,1-3,Software House,46260.0,B2B,,Automotive,Hybrid,Mid-level,No,Cairo
5/13/2024 2:26:01,Male,Yes,Local,Backend Engineer,"JavaScript, TypeScript",A Small and Medium Enterprise,3.0,3-5,Product-based company,31000.0,B2C,,Fintech,Hybrid,Mid-level,Yes,Cairo
5/13/2024 3:10:48,Female,Yes,Global,Frontend Engineer,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,9500.0,B2B & B2C lines,,Telecommunications,Office,Senior,Yes,Cairo
5/13/2024 3:21:37,Male,Yes,Regional,Full-stack Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,18000.0,B2B,,Fintech,Remote/Egypt,Mid-level,Yes,Cairo
5/13/2024 3:51:42,Male,No,,Frontend Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,3.0,3-5,Software House,40000.0,B2B & B2C lines,,,Office,Mid-level,Yes,Cairo
5/13/2024 5:42:50,Male,Yes,Global,Embedded Systems Engineer,"Go, C/C++",A Large Enterprise/Multinational Company,2.0,1-3,Software House,24500.0,B2B & B2C lines,,Automotive,Hybrid,Junior,Yes,Cairo
5/13/2024 6:03:01,Male,Yes,Global,Product Owner,,A Large Enterprise/Multinational Company,6.0,5-8,Product-based company,71850.0,B2B,,"Supply Chain, Technology",Hybrid,Senior,No,Cairo
5/13/2024 6:09:56,Male,No,Regional,UI/UX Designer/Engineer,,A Start-up,2.0,1-3,Product-based company,15000.0,B2C,,Healthcare,Office,Mid-level,Yes,Alexandria
5/13/2024 6:13:13,Male,Yes,Regional,Data Analytics,SQL,A Large Enterprise/Multinational Company,1.0,1-3,Product-based company,10250.0,B2B,,Telecommunications,Hybrid,Junior,Yes,Cairo
5/13/2024 6:40:15,Male,Yes,Regional,Security/Network Engineer,,A Start-up,0.0,0-1,Software House,14700.0,B2B,,Technology,Office,Junior,Yes,Cairo
5/13/2024 6:45:46,Male,Yes,Global,Full-stack Engineer,"C#, JavaScript, HTML/CSS",A Large Enterprise/Multinational Company,3.5,3-5,Software House,19208.0,B2B,,"Education,",Office,Senior,No,Cairo
5/13/2024 6:52:20,Male,No,Regional,Frontend Engineer,"JavaScript, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Software House,8000.0,B2B & B2C lines,,"Healthcare, Insurance, Transportation",Office,Junior,Yes,Hurghada (Or Gouna)
5/13/2024 7:15:49,Male,No,Local,CRM Developer,,A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,21000.0,B2B & B2C lines,,Fintech,Hybrid,Mid-level,Yes,Cairo
5/13/2024 7:27:41,Male,Yes,Local,Frontend Engineer,JavaScript,A Small and Medium Enterprise,1.0,1-3,Software House,33530.0,B2B,,Intellectual property rights,Hybrid,Junior,No,Cairo
5/13/2024 7:31:19,Male,No,Local,Full-stack Engineer,"C#, TypeScript, HTML/CSS",A Start-up,14.0,12-15,Software House,25000.0,B2C,,"Energy, Technology",Remote/Egypt,Senior,Yes,Cairo
5/13/2024 7:38:07,Male,Yes,Global,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Start-up,1.5,1-3,Software House,6500.0,B2C,,Technology,Office,Junior,Yes,45571
5/13/2024 7:53:30,Male,No,Global,Scrum Master,,A Large Enterprise/Multinational Company,3.0,3-5,Software House,50000.0,B2B & B2C lines,,"Telecommunications, Technology, Human Resources Services",Remote/Egypt,Mid-level,Yes,Cairo
5/13/2024 7:53:44,Male,Yes,Global,Backend Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,5.0,5-8,Software House,26000.0,B2B,,Technology,Remote/Egypt,Senior,Yes,Cairo
5/13/2024 8:10:17,Male,No,Local,Backend Engineer,"PHP, Python",A Start-up,1.0,1-3,Product-based company,7000.0,B2B,,"Healthcare, Technology, Education",Office,Junior,Yes,Mansoura
5/13/2024 8:54:14,Male,Yes,Regional,Backend Engineer,"C#, JavaScript",A Small and Medium Enterprise,3.0,3-5,Product-based company,71850.0,B2B & B2C lines,,"Fintech, Insurance",Hybrid,Senior,No,Cairo
5/13/2024 9:19:02,Male,Yes,Regional,Backend Engineer,C#,A Small and Medium Enterprise,0.7,0-1,Software House,17500.0,B2B & B2C lines,,,Remote/Egypt,Junior,Yes,Cairo
5/13/2024 10:16:36,Male,Yes,Regional,UI/UX Designer/Engineer,,A Small and Medium Enterprise,3.0,3-5,Product-based company,15000.0,B2B,,,Office,Mid-level,Yes,Cairo
5/13/2024 10:19:59,Male,No,Local,Full-stack Engineer,"C#, JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,7.0,5-8,Product-based company,7962.0,B2B & B2C lines,,"Healthcare, Delivery, Telecommunications",Remote/Egypt,Senior,Yes,Cairo
5/13/2024 10:38:43,Male,Yes,Local,Engineering Manager,,A Start-up,13.0,12-15,Product-based company,62000.0,B2B,,Healthcare,Hybrid,C-Level,Yes,Cairo
5/13/2024 11:12:12,Male,Yes,Global,"R&D Engineer (Computer Vision, NLP, etc.)",C/C++,A Large Enterprise/Multinational Company,1.0,1-3,Software House,37600.0,B2B,,Technology,Hybrid,Junior,No,Cairo
5/13/2024 11:37:47,Male,No,Regional,Frontend Engineer,"JavaScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Product-based company,6000.0,B2C,,Education,Office,Junior,Yes,Cairo
5/13/2024 11:50:15,Male,No,Local,Mobile Development Engineer,"JavaScript, Python, TypeScript, R, flutter react react native",A Small and Medium Enterprise,4.0,3-5,Software House,7000.0,B2C,,,Office,Mid-level,Yes,Cairo
5/13/2024 11:51:47,Male,Yes,Local,DevOps / SRE / Platform,Cloud Formation,A Start-up,1.0,1-3,Software House,15000.0,B2B & B2C lines,,Technology,Hybrid,Junior,Yes,Cairo
5/13/2024 13:27:04,Male,No,Regional,Data Analytics,Python,A Small and Medium Enterprise,3.0,3-5,Product-based company,33000.0,B2B,,Energy,Hybrid,Mid-level,Yes,Cairo
5/13/2024 13:34:21,Male,No,Regional,Backend Engineer,"JavaScript, Python, HTML/CSS",A Small and Medium Enterprise,2.0,1-3,Product-based company,12000.0,B2B,,Agriculture,Hybrid,Junior,Yes,Cairo
5/13/2024 14:45:28,Female,Yes,Local,CRM Developer,,A Large Enterprise/Multinational Company,2.0,1-3,Product-based company,21000.0,B2B & B2C lines,,"Fintech, Telecommunications, Technology",Hybrid,Junior,Yes,Cairo
5/13/2024 14:59:54,Male,Yes,Regional,Full-stack Engineer,C#,A Large Enterprise/Multinational Company,7.0,5-8,Software House,52000.0,B2B,,"Healthcare, Transportation, Telecommunications, Technology",Hybrid,Senior,Yes,Cairo
5/13/2024 15:14:24,Male,Yes,Local,Full-stack Engineer,"JPava, JavaScript, HTML/CSS",A Small and Medium Enterprise,1.0,1-3,Software House,23000.0,B2B,,Technology,Office,Junior,Mix,Cairo
5/13/2024 15:48:56,Male,Yes,Global,"Hardware Engineer (Semiconductors, Digital Design, Electronics, etc)",,A Small and Medium Enterprise,3.7,3-5,Product-based company,59396.0,B2B,,"Automotive, Technology, Aerospace, Wireless & High Speed Wireline transceivers, DDR, HBM, RISC-V, ARC processors",Hybrid,Senior,No,Cairo
5/13/2024 15:58:08,Male,Yes,Regional,Frontend Engineer,"JavaScript, TypeScript, HTML/CSS",A Small and Medium Enterprise,2.5,1-3,Product-based company,20000.0,B2B,,"Fintech, Technology",Remote/Egypt,Mid-level,Yes,Cairo
5/13/2024 16:03:46,Male,Yes,Local,Mobile Development Engineer,"JavaScript, Python, Kotlin, Swift, Dart & Flutter",A Large Enterprise/Multinational Company,4.0,3-5,Product-based company,20000.0,B2C,,"Fintech, Technology",Hybrid,Mid-level,Yes,Alexandria
